ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval
p2yedR_jMTU,0,10,"/m/013y1f,/m/01s0ps,/m/03xq_f,/m/05148p4,/m/05r5c","['amateur recording', 'acoustic drums', 'e-bass', 'organ', 'e-guitar', 'deeper male voice singing', 'mediumto uptempo', 'melancholic']",Someone is playing a melody on an electric organ in a minor key. An acoustic drum is playing a simple groove with single hits on the ride. An e-bass is playing the root note of the melody accompanied by a clean e-guitar sound fingerpicking the chords. Then a deeper male voice starts singing. This song may be playing in a sad romantic movie scene.,6,False,False
p3DLHNuCYhU,220,230,/m/0l14t7,"['low quality', 'noisy', 'mono', 'resonating mellow bells', 'mellow', 'soft', 'relaxing', 'calming', 'mystical', 'haunting', 'hypnotic']","The low quality recording features a resonating mellow bell playing. It sounds relaxing, calming, soft, mellow, haunting and hypnotic. The recording is noisy and in mono.",4,False,False
p4T1pddBia0,20,30,"/m/0164x2,/m/04rlf","['male vocalist', 'medium tempo', 'italian song', 'cheerful', 'upbeat', 'engaging', 'high spirited', 'italian music', 'italian foot ball team', 'anthem', 'energetic', 'enthusiastic', 'cheerful', 'determination', 'unity', 'sportsmanship', 'energy', 'loyalty', 'fervent', 'melodic spanish guitar', 'infectious drumming', 'lively keyboard harmony', 'synthesiser arrangements']","This song is a Latin Football team anthem. The song is medium tempo with lively keyboard, flute harmony, synthesiser arrangements , shakers and infectious drumming. The song is youthful, energetic,encouraging, celebratory, cheerful and happy.",7,False,False
p7VmMa6cpSo,100,110,"/m/04rlf,/m/064t9,/m/07pws3f,/m/07qsvvw","['low quality', 'live performance', 'noisy', 'mono', 'crowd cheering', 'glass breaking sound', 'high pitched female grunt', 'sustained synth bass', 'boomy toms', 'punchy kick', 'muffled', 'energetic']","The low quality recording features a live performance and it contains glass breaking and shattering sounds, high pitched female vocal grunt, sustained synth bass, boomy toms and punchy kick, it also includes a crowd cheering sounds. The recording is in mono, really noisy, muffled and it sounds energetic.",4,False,False
p8xxC2um9xQ,140,150,"/m/02x8m,/m/04rlf","['disco', 'wide funky electric guitar melody', 'synth keys chords', 'funky synth lead melody', 'groovy bass', 'punchy kick', 'punchy snare', 'simple hi hats', 'claps', 'flat male vocal', 'passionate', 'funky', 'groovy']","The Disco song features a flat male vocal singing over a wide funky electric guitar melody, groovy bass, synth keys chords, funky synth lead melody, punchy kick, punchy snare layered with some claps and simple hi hats. It sounds passionate, funky and groovy.",4,False,False
p9nbp0Oo1U0,80,90,"/m/04rlf,/m/0gywn","['pop', 'acoustic guitar', 'e-bass', 'acoustic drums', 'violin', 'male voices singing', 'higher pitch', 'uptempo']","This song contains an acoustic drum playing a simple groove with heat panned to both sides of the speakers. An e-bass is playing along while someone is strumming chords on an acoustic guitar. Two male voices are singing together in harmony. A viola is joining, playing along with the singer's melody. This song may be playing while cooking at home.",6,False,False
pCW5ab3SNcQ,0,10,"/m/085jw,/m/0l14l2","['instrumental', 'slow tempo', 'superimposed male voice', 'ambient outdoor sounds', 'cartoon', 'animated movie', 'children’s movie', 'children’s show', 'sinister music', 'keyboard harmony', 'minimalist', 'animated voice', 'playful', 'birds chirping']","This music is instrumental.The tempo is slow with a keyboard harmony, a male voice talking over the music and the sound of birds chirping. The music is playful, naughty, animated, simple and minimalist. The music style and dialogue indicate that this is an animated movie.",7,False,False
pDgWT99uaJ0,110,120,/m/0mkg,"['folk song', 'waltz', 'no voices', 'instrumental', 'violin', 'accordion', 'bass', 'acoustic guitar', 'no percussion', 'no other instruments']","This folk song features a quarter. The main melody starts off with the accordion playing an ascending run. This is accompanied by the bass playing the root and fifth of the chords. An acoustic guitar strums chords in waltz time. After the accordion part, the violin plays the main melody and the same instruments back the violin. This song can be played in a village fair.",0,False,False
pELIBvAnbkY,170,180,"/m/04rlf,/m/064t9,/m/06j6l,/m/0glt670","['low quality', 'r&b', 'synth lead melody', 'wide exhale sounds', 'passionate female vocal', 'wide repetitive female vocals', 'claps', 'punchy kick', 'shimmering hi hats', 'simple synth bass', 'energetic', 'exciting']","The low quality recording features a R&B song that consists of a passionate female vocal, alongside wide exhale sounds and wide repetitive female vocals, singing over claps, punchy kick, shimmering hi hats, synth lead melody and simple synth bass. It sounds energetic and exciting.",4,False,False
pG6yeC3yUY4,30,40,"/m/04rlf,/m/07qcpgn","['instrumental music', 'poor audio quality', 'rap dancers', 'medium tempo', 'amateur tapping tones', 'piano accompaniment', 'no other instrumentation', 'jazz music', 'amateur tap dancing', 'ambient room noises', 'people talking', 'memdiumm tempo', 'out of sync tapping rhythm', 'dance rhythm', 'dance lessons', 'amateur recording', 'instrumental music']","The song is instrumental. The tempo is medium with a piano playing solo accompaniment with no other instrumentation. Tap dancers tap to the piano accompaniment not perfectly in sync , with a lot of ambient room noises and people talking. The audio quality is very poor in this home video.",1,True,True
pHC25Ia8Dxo,80,90,"/m/015lz1,/m/04rlf,/m/06by7,/m/07sr1lc","['live performance', 'bad audio quality', 'singing long notes', 'rock singer', 'male singer', 'crowds cheering', 'rock music', 'rock drumming rhythm', 'cymbals crashing', 'live audience', 'ambient crowd noises', 'groovy bass line', 'guitar rhythm', 'g]adrenaline rush', 'lifetime experience', 'groovy music', 'excitement', 'enthusiastic', 'adrenaline rush', 'passionate', 'spirited', 'retro rock hits']","A male rock singer sings this climatic solo with a long sustained note. The tempo is medium with strong rock drumming, guitar rhythm; guitar lead and a percussive bass line. The song is hard rock with a lot of spirit and excitement. The audio quality is bad with a lot of ambient crowd noises.",1,False,False
pHFHsubQVpg,50,60,"/m/04rlf,/t/dd00031","['bavarian folk music', 'live performance', 'amateur recording', 'poor quality', 'male vocal', 'melodic singing', 'brass elements', 'cheerful', 'festive']","This is an amateur recording of a Bavarian folk music performance. The audio quality is not that great. There is a male vocalist singing in the lead. Then, brass elements start playing a cheerful tune. There is a festive atmosphere in this recording. It could be playing in the background at an Oktoberfest event.",9,False,False
pHj8U-3RHc4,30,40,"/m/028ght,/m/028sqc,/m/04rlf","['low quality', 'pop', 'live performance', 'crowd cheering', 'crowd clapping', 'passionate boy vocal', 'wide synth melody', 'reversed crash riser', 'punchy kick', 'punchy bass', 'sustained synth bass', 'groovy synth bass', 'shimmering hi hats', 'energetic', 'exciting', 'addictive']","The low quality recording features a live performance of a pop song and it consists of a passionate boy vocal singing over wide synth melody, reversed crash riser, punchy kick and snare hits, shimmering hi hats, groovy synth bass and later sustained synth bass. There is some crowd noise and cheering sounds. It sounds addictive, energetic and exciting.",4,False,False
pHzjKCj9INw,30,40,"/m/015vgc,/m/04rlf,/m/0dq0md","['carnatic', 'acoustic guitar', 'instrumental', 'melodic', 'vibrato']",This is an instrumental piece carrying the characteristics of Carnatic music. An acoustic guitar is being played sideways to reach the musical effect of a tambura. The piece could be used as a soundtrack in movies/shows that take place in India.,9,True,True
pIE-3sIPlvY,30,40,"/m/04rlf,/m/07q2z82,/m/0ltv,/t/dd00035","['backround music', 'amateur recording', 'electronic/rock', 'synth pad', 'bass', 'digital drums', 'motor racing sounds', 'uptempo']",This audio contains a song with a bass playing a repeating melody along with a digital drums being in the background and a synth pad sound in the higher register. Towards the end the song is getting louder. In the foreground you can hear motor racing sounds. This song may be playing for a youtube video.,6,False,True
pIwn0udLJXI,120,130,"/m/01hgjl,/m/04rlf,/m/04szw","['dj song', 'vinyl scratching', 'male voice', 'programmed percussion', 'dj console', 'effect on voice', 'moderate tempo']",This DJ song features a DJ console being used to mix music. Vinyl scratching is played  in this clip. The voice is also cut as a DJ drop for this song. The percussion plays a simple steady beat in common time. This song can be played at a DJ party.,0,False,False
pKDnn0CBIe0,35,45,"/m/04rlf,/m/07szfh9","['mario theme', 'animated vocals', 'catchy', 'engaging', 'energetic', 'unconventional music', 'keyboard harmony', 'electro pop', 'video games', 'children’s song', 'vocalisation', 'electronic instrumentation', 'synthesiser', 'medium tempo']",This song is an instrumental. The tempo is medium with an animated keyboard harmony and vocalisation. The music is heavily synthesised and sounds like a children’s song. This song is an electronic pop/ Children’s song.,7,True,True
pKFXFu8st9I,0,10,"/m/015y_n,/m/01kcd,/m/04rlf","['orchestra', 'brass instruments', 'swing', 'upbeat', 'groovy', 'swing genre', 'vibrant', 'hi-hats', 'crescendo']",This is an upbeat swing style song with a choir of brass instruments playing a vibrant motif. The motif is a sort of crescendo that announces the next segment. It would be suitable as an intro to the arrival of a character in a musical or movie.,3,True,True
pL71P2hVjMc,270,280,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0b_fwt,/m/0fx80y,/m/0g12c5","['electric guitar', 'effects pedal', 'no voices', 'instrumental', 'guitar lick', 'no other instruments']",This audio features an electric guitar. This guitar is played through an effects pedal adding reverb to the sound. A guitar lick is played with one open string and the melody on the higher register of another string. There are no other instruments in this song. There is no voice in this song. This song can be played in an instructional video on effects pedals.,0,False,False
pLqa0cqsICA,180,190,"/m/01qbl,/m/026t6,/m/02hnl,/m/02k_mr,/m/03qtq,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['instrumental', 'fast tempo', 'male voice speaking', 'tutorial', 'drumming instructions', 'drumming pattern lesson', 'drum lesson', 'snare drum', 'bass drum', 'foot pedal', 'cymbal crash', 'hi hat', 'energetic drumming', 'enthusiastic drumming', 'percussive instrumental', 'throbbing', 'rhythmic beats', 'rhythmic pattern', 'repeated rhythm']","This music is a percussive instrumental. The tempo is fast with a vigorous, vivacious beat. It is rhythmic, pulsating, vigorous and energetic with a male voice giving instructions on drumming styles. This clip is an instruction audio/video on drumming patterns.",7,False,False
pLqasxGYWX8,30,40,"/m/04rlf,/m/06rqw,/m/0ln16","['latin dance music', 'salsa', 'live performance', 'trumpet', 'piano', 'bass guitar', 'latin percussive elements', 'cowbell', 'maracas', 'vibrant', 'joyful', 'sensual']","This is a live performance of a salsa music piece. The melody is being played by loud and high-pitched trumpets with the backing of the piano and the bass guitar. In the rhythmic background, a group of latin percussive elements are playing such as cowbell and maracas. The atmosphere is vibrant and sensual. This piece could be included in the soundtrack of a romance movie that takes place in the Caribbeans or Latin America.",9,False,False
pNlrM-GhFZU,90,100,"/m/015lz1,/m/04rlf,/m/064t9,/m/07rwj3x","['poor audio quality', 'hissing noises', 'pop star sings live', 'live shows', 'emotional', 'passionate', 'crowds cheering', 'guitar accompaniment', 'pop hits', 'romantic', 'girls screaming', 'packed stadium', 'pop hits', 'teen heartthrob', 'modern pop hits', 'love songs', 'romantic', 'madly in love', 'modern love', 'teenage romance']","A male singer sings various songs in live audience situations. The songs have a different tempo and are mostly accompanied by a band. The songs are sung at live venues with people screaming and cheering. The songs are modern pop hits , recorded in poor audio quality with hissing noises.",1,True,True
pOZWVSiRwv4,390,400,"/m/015lz1,/m/04rlf,/m/04szw,/m/07brj,/m/07qcpgn","['low quality', 'folk', 'live performance', 'passionate female vocal', 'reverberant', 'unbalanced stereo image', 'percussive tambourine', 'noisy', 'passionate']","The low quality recording features a live performance of a folk song and it consists of passionate female vocal singing over percussive tambourine. The recording is noisy, reverberant and the stereo image is unbalanced - leaning more towards the right channel. It sounds passionate though.",4,False,True
pPOUg26EXiU,0,10,"/m/02v2lh,/m/04rlf,/m/09x0r","['amateur recording', 'crowd talking', 'synth pad sounds', 'soothing', 'slow tempo']",This audio contains background noises of people talking. Then the music begins involving synth pad sounds playing long drones in the lower mid range to the higher register with little sparkling tones on top playing in a high pitch. This song may be playing for a meditation session.,6,False,False
pQWpa484HQM,40,50,"/m/0192l,/m/085jw","['low quality', 'live performance', 'mono', 'noisy', 'muffled', 'bagpipe melody', 'percussive wooden elements', 'soulful', 'passionate']","The low quality recording features a live performance of bagpipe melodies played over some percussive wooden elements. The recording is muffled, noisy, in mono and it sounds soulful and passionate.",4,False,False
pR87Ts3a0e8,20,30,"/m/04rlf,/t/dd00036","['progressive rock', 'acoustic drums', 'e-guitars', 'e-bass', 'female voice singing', 'amateur recording', 'upbeat', 'energetic']",Someone is playing a loud acoustic drums full of kick and low tom hits sounding wild and psychedelic along with sliding e-guitars building up tension before breaking into the next part of the song with a lot of crash hits and the guitars strumming distorted chords: The e-bass is playing along one note to create tension before breaking into a bassline that gives the song more power. The instruments are panned to the left and right side of the speakers. The female voice is singing loud and in the mid-range. This song may be playing at a festival where everybody is dancing.,6,True,True
pS1X6Au1EAU,270,280,"/m/03m5k,/m/0d8_n","['amateur folk music', 'stringed instrument', 'shaker like percussion', 'low quality recording', 'sound of whistling', 'sound of the crowd']",This amateur folk song features a stringed instrument being played by plucking the strings. This is accompanied by a percussion that sounds like a shaker. This is a low quality recording and the sound of whistling can be heard in the background. There are no voices in the song. This song can be played in a movie featuring a visit to a village.,0,False,False
pSt8NwXyDlg,30,40,"/m/04rlf,/m/0gywn","['rocksteady', 'proto-reggae', 'male vocal', 'relaxed singing', 'jamaican', 'electric guitar', 'bass guitar', 'keyboard', 'acoustic drums', 'chill', 'trippy', 'groovy', 'tropical', 'slow tempo']",This is a rocksteady/proto-reggae music piece. There is a male vocalist singing in a relaxed manner. The electric guitar and the bass guitar is playing a groovy melody while occasional synth sounds from the keyboard can be heard. The rhythmic background consists of a slow tempo reggae acoustic drum beat. The atmosphere is chill. This piece could be used in the soundtrack of a summertime movie taking place on a tropical island.,9,False,False
pSzTPGlNa5U,30,40,"/m/04rlf,/m/07kc_","['amateur recording', 'piano song', 'theremin song', 'no percussion', 'no voices', 'instrumental song', 'soothing sound', 'relaxing music']",This amateur recording features the main melody being played by a theremin. This is accompanied by a piano. There are no other instruments played in this clip. The mood of this song is relaxed. There are no voices in this song. This song can be played in a slow motion action scene in a superhero movie.,0,True,True
pTzINk_nVHg,270,280,"/m/01b9nn,/m/02rr_,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/m/0g12c5","['gear showcase', 'jam', 'no singer', 'instrumental', 'electric guitar', 'effect pedal', 'reverb', 'easygoing', 'groovy']",This is a gear showcase jam. The electric guitar is being played initially without and then with the effect of a reverb pedal. There is a groovy feel to the solo that is being played. This piece can be sampled to be used as an advertisement jingle or to be used in beat-making.,9,False,False
pVfV09CDmus,0,10,"/m/085jw,/m/0l14l2","['shofar sound', 'jewish instrument', 'religious sound', 'no other instruments', 'no voice', 'instrumental']","This is the sound of a shofar, a bugle-like instrument. It is blown by a person using the lips. This shofar music is playing only one note. There are no other instruments in this song. There is no voice in this song. This song is used for religious purposes.",0,False,False
pWHkmo9Kn8g,120,130,"/m/04rlf,/m/06by7,/m/07pt_g0,/m/0dls3","['amateur recording', 'male voice', 'rock song', 'distortion guitar', 'bass', 'percussion', 'moderate tempo']","This low quality recording features a male voice singing the main melody. This is accompanied by percussion playing a simple beat. After two bars, the percussion plays only the ride cymbal. A distortion guitar plays power chords and after two bars, lets the last chord ring. The bass plays the root notes of the chords. This song can be played in a Transformers style movie.",0,False,False
pWZqzEpygE0,30,40,"/m/04rlf,/m/06by7,/m/0dl5d,/m/0dls3","['rock&roll', 'acoustic drums', 'e-bass', 'e-guitar', 'male mid range singer', 'semi professional recording', 'medium to uptempo']",Someone is playing acoustic drums with a half open hi hat holding a simple rock groove with snare hits as fill-ins. An e-bass plays a bassline along while an e-guitar is strumming slightly distorted chords. A male voice is singing in the mid-range. The whole recording sounds clean but is not a high professional recording. This song may be playing at a local festival.,6,True,True
pWms_9wpRB4,140,150,"/m/01jnbd,/m/04rlf,/m/064t9","['female voices', 'unison', 'drums', 'bass guitar', 'strings']",The music features a group of female voices singing the same melody in unison. The drums and bass guitar blend together and drive the pulse of the music. In the first half of the music excerpt strings play the same melody as the singers.,2,True,True
pXz67syyse0,70,80,"/m/01kcd,/m/06ncr","['classical music', 'amateur recording', 'instrumental', 'single instrument', 'baritone saxophone', 'cello-like sound', 'tender', 'heart-touching']",This is a classical music piece performed on a baritone saxophone. The tone of the baritone saxophone resembles a cello sound. There is a tender feel to the melody being played. The atmosphere is heart-touching. This piece would fit perfectly in the soundtrack of a documentary with serene scenes such as a birdlife documentary.,9,False,False
pYXx0xXZiXk,14,24,"/m/04rlf,/m/07qlf79","['instrumental', 'fast tempo', 'jazz music', 'punchy bass lines', 'funky electric guitar', 'keyboard accompaniment', 'hissing sound', 'groovy drum rhythm', 'swing and blue', 'improvisations', 'complex chords', 'polyrhymic', 'syncopated  music', 'shape shifting music', 'complex harmony', 'emphatic', 'engaging', 'compelling']","This music is a jazz instrumental.The tempo is fast with an animated electric guitar harmony, funky drumming, groovy bass line and keyboard accompaniment. The music is complex, engaging,emphatic, groovy and syncopated with a hissing sound in the background.",7,True,True
pYaegEQ_wtI,190,200,"/m/01kcd,/m/07gql","['low quality', 'mono', 'noisy', 'bright trumpet melody', 'jazzy', 'passionate', 'compilation']","The low quality recording features a compilation of bright trumpet melodies. The recording is noisy, in mono and it sounds passionate and jazzy.",4,False,False
pZgzjL5wbtA,30,40,"/m/0145m,/m/0164x2,/m/04rlf,/m/064t9","['pop music', 'male vocal', 'bass guitar', 'keyboard', 'acoustic drums', 'claps', 'melodic', 'happy', 'jovial', 'uplifting', 'easygoing', 'dance']","This is a famous pop music piece played over a dance audition video. The male vocalist is singing melodically in one track at a medium pitch and singing the melody at a high pitch in another track. The melody is supported by a bass guitar playing a groovy bassline. A catchy acoustic drum beat and offbeat claps hold the rhythmic background. The atmosphere is jovial and very danceable. This piece could be used in a myriad of different ways from dance videos, online content, sports venues etc.",9,True,True
p_-lKpxLK3g,30,40,"/m/01kcd,/m/0319l","['classical music', 'no voices', 'string section', 'bells', 'trumpets', 'instrumental', 'relaxing song', 'slow tempo', 'xylophone']",This classical song features the main melody played by trumpets. This is accompanied by violins playing two note trills. A xylophone plays notes in the background. Church bells are played in the background. There is no percussion in this song. This is an instrumental song. There are no voices in this song. The mood of this song is relaxing. This song can be played in a magical scene in a movie.,0,False,False
p_dE26TA8ig,30,40,"/m/028sqc,/m/04rlf,/m/07xzm","['childish female vocal', 'acoustic rhythm guitar', 'noisy', 'mono', 'low quality', 'emotional']","The low quality recording features a childish female vocal singing over acoustic rhythm guitar. It is a bit noisy and in mono, it sounds emotional and like a background song for some video game..",4,True,True
p_o6NQX7lmE,0,10,"/m/032n05,/m/04rlf","['whale sounds', 'piano', 'atmospheric']",This song contains whales singing and then a piano starts playing a composition along. This may be playing in a documentary.,6,False,True
paeNnR33i5Q,300,310,"/m/03lty,/m/06by7,/m/0dl5d","['live performance', 'instrumental', 'progressive metal music', 'electric guitar', 'guitar solo', 'bass guitar', 'acoustic drums', 'agitated']",This is the live performance of a progressive metal music piece. The electric guitar is playing a complex solo in the lead. There is a bass guitar playing in the background. The rhythm is played by the acoustic drums. There is an agitated feel to the piece. This piece could be playing in the background at a rock bar.,9,False,False
pbVYSktQ5jE,30,40,"/m/025td0t,/m/04rlf,/m/05r6t,/m/064t9,/m/06rqw,/t/dd00031","['punk', 'energetic', 'exciting', 'groovy bass guitar', 'wide electric guitars', 'shimmering cymbals', 'punchy snare', 'punchy kick', 'flat male vocal', 'upbeat', 'low quality']","The low quality recording features a punk song that contains flat male vocal singing over punchy kick and snare hits, shimmering cymbals, wide electric guitars and groovy bass guitar. It sounds energetic, exciting and upbeat - like something you would jump to at concerts.",4,False,False
pcOPueObfWs,130,140,"/m/02fsn,/m/0d8_n,/m/0l14_3","['low quality', 'filtered monster growl', 'wide arpeggiated synth', 'scary', 'spooky', 'haunting']","The low quality recording features a filtered monster growl, followed by a wide arpeggiated synth. It sounds spooky and haunting.",4,False,False
pdIAN6lMXSU,230,240,"/m/0145m,/m/026z9,/m/04rlf","['techno', 'digital drums', 'synth pluck', 'sub bass', 'male voice sample', 'pitched very low', 'synth pad', 'medium to uptempo']",This song contains a digital techno drum with a kick on every beat. A sub-bass is inviting to dance along with synth pluck sounds playing a melody in a higher key along with a female voice. A very low pitched male voice sample comes in for a moment before a synth pad sound playing in the midrange comes in. This song may be playing in a techno club.,6,False,False
pdOskdFwRPg,40,50,"/m/0239kh,/m/026t6,/m/02hnl,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['percussion', 'cowbell sound', 'drum solo', 'no other instruments', 'no vocal melody', 'fast tempo']",This song features a drum solo. The drum solo has the accents on the cowbell. The tempo of this song is fast. The hi-hat accentuates the counts and is played in eighth note pattern. There are no other instruments in this song. This song can be played in an instructional video.,0,False,False
pejDm3j4Y-I,30,40,"/m/015vgc,/m/04rlf,/m/04szw,/m/0ggq0m","['low quality', 'buzzy strings', 'wooden percussions', 'male cough', 'noisy', 'mono', 'repetitive', 'live performance']",The low quality recording features repetitive buzzy strings and wooden percussion performing live. There is an unwanted male cough at one point in the loop. The recording is very noisy and in mono.,4,True,True
piY4mt4F9xg,40,50,"/m/0140xf,/m/02mscn,/m/04rlf,/m/06by7,/m/074ft,/m/0dl5d","['folk song', 'female voice', 'guitar', 'organ', 'bass', 'conga percussion', 'moderate tempo', 'hippie style song']",This folk song features a female voice. This is accompanied by percussion played on the Congas. An acoustic guitar strums the chords. The bass plays a running bassline providing fills and giving depth to the low end of the musicscape. An organ plays chords in the background. The song has a hippie feel. This song can be used in a retro movie with a hippie movement theme.,0,False,True
piyYJ2l_h8Q,30,40,"/m/04rlf,/t/dd00031","['rock-n-roll', 'male vocal', 'gritty singing', 'electric guitar', 'bass guitar', 'acoustic drums', 'simple tune', 'groovy', 'upbeat']",This is a rock-n-roll music piece. There is a male vocalist in the lead singing in a gritty manner. The electric guitar is playing a simple tune with the backing of the bass guitar. The rhythmic background consists of a basic upbeat acoustic rock drum beat. There is a groovy feel to this piece. It could be playing in the background at a rock bar. It could also be used in the soundtrack of a feelgood movie during road trip scenes.,9,False,False
pmdoDcNBt0E,30,40,"/m/04rlf,/t/dd00004","['low quality', 'live performance', 'groovy synth bass', 'punchy snare', 'heartbeat kick pattern', 'mellow sustained strings melody', 'passionate female vocal', 'soft hi hats', 'groovy', 'passionate', 'emotional', 'pop']","The low quality recording features a live performance of a pop song that consists of groovy synth bass, punchy snare, soft hi hats, heartbeat kick pattern, mellow sustained string melody and passionate female vocal singing over it. It sounds emotional, passionate and groovy thanks to that synth bass.",4,True,True
pn6toTLXAck,20,30,"/m/04rlf,/t/dd00036","['instrumental', 'fast tempo', 'synth rock', 'animated', 'video game music', 'psychedelic', 'digital sound effects', 'vigorous', 'intense', 'trap', 'trance trippy', 'psychedelic', 'dance music', 'dance hits', 'club music', 'youthful', 'spirited', 'groovy bass line', 'intense drumming', 'synthesiser arrangements', 'electronic instruments', 'digital drums', 'digital soundeffect']","This song is an animated instrumental. The tempo is fast with synthesiser arrangements, intense drumming, groovy bass lines and digital sound effects. The music is upbeat, catchy, compelling, youthful, psychedelic, trance like and intense with an upbeat dance groove. This song is contemporary Synth Pop.",7,False,True
pnh_C1w4yGc,250,260,"/m/01hgjl,/m/04rlf,/m/04szw,/m/09x0r","['flat male vocal', 'dj scratching sound effect', 'electro', 'punchy ""4 on the floor"" kick pattern', 'short snare hit', 'offbeat shimmering hi hats', 'low quality', 'noisy', 'mono']","The low quality recording features a flat male vocal talking over an electro song that consists of a punchy ""4 on the floor"" kick pattern, short snare hit and offbeat shimmering hi hats. In the second part of the loop, the electro song is being scratched by a DJ. The recording is noisy and in mono.",4,False,False
poxsF3-HeP0,30,40,"/m/026z9,/m/04rlf","['male singer', 'fast tempo', 'punchy drum beats', 'digital drums', 'synthesiser arrangements', 'electronic effects', 'reverb', 'techno music', 'edm', 'electronica', 'dance pop', 'club music', 'deep house', 'pulsating beats', 'electrifying', 'youthful', 'punchy', 'throbbing', 'buoyant', 'psychedelic', 'repetitive', 'incessant beats', 'melodious', 'groovy bass lines', 'ambient mixes', 'atmospheric', 'advanced chord structure', 'soulful vocals', 'unobstructive', 'stimulating', 'dancing']","A male vocalist sings this catchy song. The tempo is fast with synthesiser arrangement, punchy digital drum beats, groovy bass line and melodic vocal backup. The music has a repetitive, catchy vocal riff. It is youthful, punchy, bouncy, thumping, pulsating, and throbbing with soulful vocals and a dance groove. This music is Deep House/Techno pop.",7,False,False
pp6eSGANq0Y,80,90,"/m/015lz1,/m/03lty,/m/04rlf,/m/05rwpb,/m/064t9,/m/06by7,/m/074ft,/m/0dl5d","['female vocalist', 'fast tempo', 'vibrant electric guitars', 'progressive rock', 'symphonic rock', 'alternative rock', 'slick drumming', 'synthesiser articulation', 'vivacious', 'youthful', 'vibrant', 'groovy bass lines', 'engaging', 'powerful', 'rock', 'classic rock', 'soft rock']","A female vocalist sings this spirited song. The tempo is fast with enthusiastic electric guitar harmony, slick drumming, groovy bass lines and synthesiser arrangements. The song is energetic, youthful, fun, pulsating, engaging and emphatic. This song is Alternative Rock.",7,True,True
ppAT0f2YCyM,240,250,"/m/04rlf,/m/0y4f8","['male duet', 'slow tempo', 'two part harmony', 'emphatic', 'powerful vocals', 'ritual', 'mellifluous', 'beautiful melody', 'delicate', 'chant', 'call response', 'soothing', 'harmonious singing', 'melodic', 'enchanting', 'foreign language']","This song is a duet sung in a two part harmony in a foreign language. The tempo is slow with a male voice chanting a call to which the response is this melodious harmony. The song is soothing, calming, delicate, charming and melodic. This could possibly be a religious ritual.",7,False,False
pqsU95TNNP8,220,230,"/m/04rlf,/t/dd00006","['low quality', 'cover', 'pop', 'passionate female vocal', 'acoustic rhythm guitar', 'quiet playback', 'noisy', 'resonant', 'emotional', 'heartfelt']","The low quality recording features a cover of a pop song and it features passionate female vocal singing over acoustic rhythm guitar. There is a quiet playback playing in the background - it sounds like it is coming from headphones. The recording is a bit resonant and noisy, but it sounds emotional and heartfelt regardless.",4,True,True
pte5jvRKwsA,60,70,"/m/02bxd,/m/04rlf,/m/04szw","['live recording', 'didgeridoo', 'rapid melody', 'repeated melody']",This is a live recording of an instrumentalist playing a didgeridoo. The melody is rapid and bouncy.,3,False,False
puAclKsCbes,280,290,"/m/01lyv,/m/0342h,/m/04rlf,/m/04szw,/m/07brj,/m/0fx80y,/m/0l14_3","['live country folk band', 'folk music', 'fast paced', 'uptempo', 'energetic', 'banjo playing', 'acoustic guitar strumming', 'live recording', 'poor audio quality', 'crowd cheering', 'crowd clapping', 'fun', 'barnyard']","This is a fun, upbeat country folk song. We hear a banjo player strum rapidly and then go on to do a solo. We hear cheering and clapping fans, intricate basslines and acoustic guitars being rapidly strummed. It's a fun, uptempo song that would be heard in a barnyard.",3,False,False
pvxx3aokwCU,40,50,"/m/04rlf,/m/04szw,/m/09x0r,/m/0l14md,/m/0l156b","['instrument showcase', 'jam', 'male voice', 'steel drums', 'relaxing', 'mellow']","This is an instrument showcase jam. The steel drums are being played in a gentle manner. Then, a male voice starts describing the features of the steel drums. The instrument has a relaxing timbre. The parts where it is being played can be sampled for use in the background of meditation videos.",9,False,False
pwX5SArqGKU,260,270,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['pop rock song', 'male voice', 'simple percussion', 'guitar', 'piano', 'bass', 'backing voice', 'upbeat song', 'happy mood', 'moderate tempo']",This pop rock song features a male voice singing the main melody. A backing male voice sings the last part of the line in harmony. This is accompanied by a piano playing staccato chords. There is a momentary silence of instruments except the percussion after the chords are struck. An acoustic guitar plays chords in the background. A bass guitar plays the root notes of the chords. The percussion plays a simple beat in common time and finishes the bar with a roll. Then the drum plays with the beat with an open hi-hat. The mood of this song is happy. This song can be played in a coming of age movie.,0,False,False
pxEmmUYLHrE,30,40,"/m/0342h,/m/04rlf,/m/04rzd,/m/0fx80y,/m/0gg8l","['low quality', 'noisy', 'mono', 'picked mandolin solo melody', 'joyful', 'happy']","The low quality recording features a picked mandolin solo melody. Even though the recording is noisy and in mono, it gives off joyful and happy vibes.",4,True,True
